0	-2	3.464101615
1	-1.999598285	3.463532326
2	-1.999196393	3.462962776
3	-1.998392085	3.461822897
4	-1.996781358	3.459540016
5	-1.99355142	3.454961675
6	-1.98705729	3.445754106
7	-1.973929233	3.427130363
8	-1.944796747	3.385743362
9	-1.916717356	3.345755995
10	-1.888302	3.305167037
11	-1.856405109	3.259418763
12	-1.825545063	3.214922873
13	-1.790804629	3.164484635
14	-1.755264973	3.112406481
15	-1.720714918	3.061190089
16	-1.681582973	3.002284901
17	-1.643350473	2.943542037
18	-1.604158858	2.881706163
19	-1.559637969	2.80872926
20	-1.516279178	2.73362025
21	-1.467782189	2.642090665
22	-1.467032382	2.640586854
23	-1.466282565	2.639079677
24	-1.464782942	2.636055156
25	-1.461784017	2.629964967
26	-1.455789904	2.617615995
27	-1.443838943	2.592210296
28	-1.443094656	2.590589737
29	-1.442350774	2.588965211
30	-1.440864297	2.585704176
31	-1.437896974	2.5791336
32	-1.431989092	2.565793681
33	-1.420318269	2.538280959
34	-1.419645534	2.53664161
35	-1.418973768	2.534998218
36	-1.417633232	2.531699228
37	-1.414964799	2.525051935
38	-1.40968419	2.511556125
39	-1.399398732	2.483728556
40	-1.398770317	2.481951142
41	-1.398143805	2.480169139
42	-1.396896636	2.476591309
43	-1.394426772	2.469379937
44	-1.389593852	2.454731211
45	-1.380432653	2.424509749
46	-1.379839667	2.422415838
47	-1.3792506	2.420316138
48	-1.378084498	2.416099356
49	-1.375802399	2.407596244
50	-1.371454854	2.390312189
51	-1.370933187	2.388125747
52	-1.370416617	2.385933576
53	-1.369399084	2.381532096
54	-1.367428682	2.372661007
55	-1.363764896	2.354651125
56	-1.363334518	2.352375312
57	-1.362910554	2.350094143
58	-1.362082207	2.345515894
59	-1.360506208	2.33629689
60	-1.360129517	2.333979373
61	-1.359759963	2.331656816
62	-1.359042384	2.326996938
63	-1.357696049	2.317619436
64	-1.357378455	2.315263374
65	-1.357068622	2.312902761
66	-1.356472561	2.308168162
67	-1.356186493	2.305794314
68	-1.355908508	2.303416194
69	-1.355377101	2.298647426
70	-1.35512383	2.296256936
71	-1.354878947	2.293862486
72	-1.354414652	2.289062025
73	-1.354195386	2.28665618
74	-1.353984802	2.284246709
75	-1.353589951	2.279417256
76	-1.353417813	2.277158777
77	-1.353253473	2.274897452
78	-1.35294839	2.270366583
79	-1.352807744	2.268097203
80	-1.352675095	2.265825303
81	-1.352433981	2.261274269
82	-1.352325606	2.258995303
83	-1.352225409	2.256714157
84	-1.352133429	2.254430918
85	-1.352049708	2.252145678
86	-1.351974286	2.249858523
87	-1.351907203	2.247569545
88	-1.351848493	2.245278835
89	-1.351798188	2.242986489
90	-1.351756315	2.240692601
91	-1.351722907	2.238397266
92	-1.351697993	2.236100581
93	-1.351681603	2.233802639
94	-1.351673765	2.231503537
95	-1.351674499	2.229203376
96	-1.351683822	2.226902254
97	-1.351701754	2.224600271
98	-1.351728311	2.222297526
99	-1.351763513	2.21999412
100	-1.351807377	2.217690151
101	-1.351859915	2.215385721
102	-1.351921131	2.213080933
103	-1.351991033	2.210775889
104	-1.352069625	2.208470691
105	-1.352156914	2.206165441
106	-1.352252905	2.20386024
107	-1.352357599	2.201555192
108	-1.35247099	2.199250399
109	-1.352593074	2.196945963
110	-1.352723846	2.194641986
111	-1.352863299	2.192338572
112	-1.353168205	2.187733837
113	-1.353333631	2.18543272
114	-1.353507738	2.183132577
115	-1.353881662	2.178535586
116	-1.354081488	2.176238944
117	-1.354289861	2.173943671
118	-1.354732141	2.169357625
119	-1.354965993	2.167067046
120	-1.355208278	2.164778226
121	-1.355718015	2.160206244
122	-1.356837133	2.151087534
123	-1.357137438	2.148813654
124	-1.357445875	2.146542274
125	-1.35808704	2.142007393
126	-1.359464549	2.132971333
127	-1.359859245	2.130531805
128	-1.360263043	2.128096022
129	-1.361097417	2.123235984
130	-1.362871532	2.113564812
131	-1.363336552	2.111157733
132	-1.363810052	2.108755137
133	-1.364781926	2.103963596
134	-1.366823135	2.094437498
135	-1.367353231	2.092068274
136	-1.367891065	2.089704107
137	-1.368989588	2.084991212
138	-1.371275482	2.075628861
139	-1.376181859	2.057169791
